type,t,p,v
current,174,10200,83
current,175,10284,84
current,176,10369,85
current,177,10455,86
current,178,10541,86
current,179,10628,87
current,180,10716,88
current,181,10805,89
current,182,10895,90
current,183,10986,91
current,184,11078,92
current,185,11171,93
current,186,11265,94
current,187,11360,95
current,188,11456,96
current,189,11551,95
newpath,170,9872,79
current,170,9872,79
newpath,171,9950,78
current,171,9950,78
current,171,9952,80
current,172,10033,81
current,173,10115,82
current,174,10198,83
current,175,10282,84
current,176,10366,84
current,177,10451,85
current,178,10537,86
current,179,10624,87
current,180,10712,88
current,181,10801,89
current,182,10890,89
current,170,9874,81
newpath,171,9955,81
current,171,9955,81
newpath,172,10035,80
current,172,10035,80
newpath,173,10114,79
current,173,10114,79
current,173,10116,81
current,174,10198,82
current,175,10281,83
current,176,10365,84
current,177,10450,85
current,178,10536,86
current,179,10623,87
current,180,10711,88
current,181,10800,89
current,182,10890,90
current,183,10981,91
current,184,11073,92
current,185,11166,93
current,186,11259,93
current,172,10037,82
newpath,173,10119,82
current,173,10119,82
newpath,174,10201,82
current,174,10201,82
newpath,175,10282,81
current,175,10282,81
current,175,10284,83
current,176,10366,82
newpath,174,10200,81
current,174,10200,81
current,174,10202,83
newpath,175,10284,82
current,175,10284,82
current,175,10286,84
current,176,10371,85
current,177,10457,86
current,178,10544,87
current,179,10632,88
current,180,10721,89
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
newpath,173,10118,81
current,173,10118,81
newpath,174,10199,81
current,174,10199,81
newpath,174,10198,80
current,174,10198,80
current,174,10200,82
current,175,10283,83
current,176,10366,83
current,173,10120,83
newpath,174,10203,83
current,174,10203,83
newpath,175,10286,83
current,175,10286,83
current,176,10370,84
current,177,10455,85
current,178,10541,86
current,179,10628,87
current,180,10716,88
current,181,10805,89
current,182,10895,90
current,183,10986,91
current,184,11078,92
current,185,11171,93
current,186,11265,94
current,187,11360,95
current,188,11456,96
current,189,11551,95
newpath,175,10285,82
current,175,10285,82
current,175,10287,84
current,176,10372,85
current,177,10458,86
current,178,10545,87
current,179,10633,88
current,180,10722,89
current,181,10810,88
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
newpath,174,10202,82
current,174,10202,82
newpath,175,10283,81
current,175,10283,81
current,175,10285,83
current,176,10369,84
current,177,10454,85
current,178,10540,86
current,179,10627,87
current,180,10715,88
current,181,10804,89
current,182,10894,90
current,183,10984,90
current,174,10204,84
newpath,175,10288,84
current,175,10288,84
newpath,176,10371,83
current,176,10371,83
current,176,10373,85
current,177,10459,86
current,178,10546,87
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
newpath,175,10287,83
current,175,10287,83
newpath,176,10369,82
current,176,10369,82
current,176,10371,84
current,177,10456,85
current,178,10541,85
current,175,10289,85
newpath,176,10373,84
current,176,10373,84
newpath,177,10456,83
current,177,10456,83
current,177,10458,85
current,178,10544,86
current,179,10631,87
current,180,10719,88
current,181,10808,89
current,182,10898,90
current,183,10989,91
current,184,11081,92
current,185,11174,93
current,186,11267,93
current,187,11361,94
current,188,11456,95
current,189,11551,95
current,176,10375,86
current,177,10461,86
current,178,10546,85
newpath,171,9954,80
current,171,9954,80
newpath,172,10033,79
current,172,10033,79
current,172,10035,81
current,173,10117,82
current,174,10200,83
current,175,10284,84
current,176,10369,85
current,177,10455,86
current,178,10541,86
current,179,10628,87
current,180,10716,88
current,181,10805,89
current,182,10895,90
current,183,10986,91
current,184,11078,92
current,185,11171,93
current,186,11265,94
current,187,11360,95
current,188,11456,96
current,189,11551,95
current,171,9956,82
newpath,172,10038,82
current,172,10038,82
newpath,173,10120,82
current,173,10120,82
newpath,174,10201,81
current,174,10201,81
current,174,10203,83
current,175,10287,84
current,176,10372,85
current,177,10458,86
current,178,10545,87
current,179,10633,88
current,180,10722,89
current,181,10810,88
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
newpath,173,10119,81
current,173,10119,81
newpath,174,10199,80
current,174,10199,80
current,174,10201,82
current,175,10284,83
current,176,10366,82
current,173,10121,83
newpath,174,10204,83
current,174,10204,83
newpath,175,10286,82
current,175,10286,82
current,175,10288,84
current,176,10373,85
current,177,10459,86
current,178,10546,87
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
newpath,174,10203,82
current,174,10203,82
newpath,175,10284,81
current,175,10284,81
current,175,10286,83
current,176,10370,84
current,177,10455,85
current,178,10541,86
current,179,10628,87
current,180,10716,88
current,181,10805,89
current,182,10895,90
current,183,10986,91
current,184,11078,92
current,185,11171,93
current,186,11265,94
current,187,11360,95
current,188,11456,96
current,189,11551,95
current,174,10205,84
newpath,175,10289,84
current,175,10289,84
newpath,176,10372,83
current,176,10372,83
current,176,10373,84
current,177,10458,85
current,178,10544,86
current,179,10631,87
current,180,10719,88
current,181,10808,89
current,182,10898,90
current,183,10989,91
current,184,11081,92
current,185,11174,93
current,186,11267,93
current,187,11361,94
current,188,11456,95
current,189,11551,95
newpath,175,10288,83
current,175,10288,83
newpath,176,10370,82
current,176,10370,82
current,176,10372,84
current,177,10457,85
current,178,10543,86
current,179,10630,87
current,180,10718,88
current,181,10807,89
current,182,10897,90
current,183,10988,91
current,184,11080,92
current,185,11173,93
current,186,11267,94
current,187,11361,94
current,188,11456,95
current,189,11551,95
current,175,10290,85
current,176,10375,85
newpath,177,10459,84
current,177,10459,84
current,177,10461,86
current,178,10546,85
newpath,172,10037,81
current,172,10037,81
newpath,173,10117,80
current,173,10117,80
current,173,10119,82
current,174,10202,83
current,175,10286,84
current,176,10371,85
current,177,10457,86
current,178,10544,87
current,179,10632,88
current,180,10721,89
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,172,10039,83
newpath,173,10122,83
current,173,10122,83
newpath,174,10205,83
current,174,10205,83
newpath,175,10287,82
current,175,10287,82
current,175,10289,84
current,176,10373,84
current,177,10458,85
current,178,10544,86
current,179,10631,87
current,180,10719,88
current,181,10808,89
current,182,10898,90
current,183,10989,91
current,184,11081,92
current,185,11174,93
current,186,11267,93
current,187,11361,94
current,188,11456,95
current,189,11551,95
newpath,174,10204,82
current,174,10204,82
newpath,175,10285,81
current,175,10285,81
current,175,10287,83
current,176,10371,84
current,177,10456,85
current,178,10541,85
current,174,10206,84
newpath,175,10290,84
current,175,10290,84
newpath,176,10373,83
current,176,10373,83
current,176,10375,85
current,177,10461,86
current,178,10546,85
newpath,175,10289,83
current,175,10289,83
newpath,176,10371,82
current,176,10371,82
current,176,10373,84
current,177,10458,85
current,178,10544,86
current,179,10631,87
current,180,10719,88
current,181,10808,89
current,182,10898,90
current,183,10989,91
current,184,11081,92
current,185,11174,93
current,186,11267,93
current,187,11361,94
current,188,11456,95
current,189,11551,95
current,175,10291,85
newpath,176,10375,84
current,176,10375,84
newpath,177,10458,83
current,177,10458,83
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,176,10377,86
deadend,176,10377,-
current,175,10291,85
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
newpath,173,10121,82
current,173,10121,82
newpath,174,10202,81
current,174,10202,81
current,174,10204,83
current,175,10288,84
current,176,10373,85
current,177,10459,86
current,178,10546,87
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,173,10123,84
newpath,174,10207,84
current,174,10207,84
newpath,175,10291,84
current,175,10291,84
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
newpath,175,10290,83
current,175,10290,83
newpath,176,10372,82
current,176,10372,82
current,176,10373,83
current,175,10292,85
current,176,10378,86
current,177,10465,87
deadend,177,10465,-
current,176,10378,86
deadend,176,10378,-
current,175,10292,85
deadend,175,10292,-
newpath,174,10206,83
current,174,10206,83
newpath,175,10288,82
current,175,10288,82
current,175,10290,84
current,176,10375,85
current,177,10461,86
current,178,10546,85
current,174,10208,85
newpath,175,10293,85
current,175,10293,85
current,176,10379,86
current,177,10466,87
current,178,10554,88
deadend,178,10554,-
current,177,10466,87
deadend,177,10466,-
current,176,10379,86
deadend,176,10379,-
current,175,10294,86
newpath,176,10380,86
current,176,10380,86
current,177,10467,87
current,178,10555,88
current,179,10644,89
deadend,179,10644,-
current,178,10555,88
deadend,178,10555,-
current,177,10467,87
deadend,177,10467,-
current,176,10381,87
current,177,10469,88
newpath,178,10557,88
current,178,10557,88
newpath,179,10645,88
current,179,10645,88
deadend,179,10645,-
current,178,10557,88
current,179,10646,89
current,180,10736,90
current,181,10827,91
deadend,181,10827,-
current,180,10736,90
deadend,180,10736,-
current,179,10646,89
deadend,179,10646,-
current,178,10557,88
deadend,178,10557,-
current,177,10469,88
newpath,178,10556,87
current,178,10556,87
deadend,178,10556,-
current,177,10469,88
current,178,10558,89
newpath,179,10647,89
current,179,10647,89
current,180,10737,90
current,181,10828,91
current,182,10920,92
deadend,182,10920,-
current,181,10828,91
deadend,181,10828,-
current,180,10737,90
deadend,180,10737,-
current,179,10648,90
newpath,180,10738,90
current,180,10738,90
current,181,10829,91
current,182,10921,92
current,183,11014,93
deadend,183,11014,-
current,182,10921,92
deadend,182,10921,-
current,181,10829,91
deadend,181,10829,-
current,180,10739,91
newpath,181,10830,91
current,181,10830,91
deadend,181,10830,-
current,180,10739,91
current,181,10831,92
newpath,182,10923,92
current,182,10923,92
newpath,183,11015,92
current,183,11015,92
deadend,183,11015,-
current,182,10923,92
current,183,11016,93
newpath,184,11109,93
current,184,11109,93
deadend,184,11109,-
current,183,11016,93
current,184,11110,94
current,185,11205,95
deadend,185,11205,-
current,184,11110,94
deadend,184,11110,-
current,183,11016,93
deadend,183,11016,-
current,182,10923,92
deadend,182,10923,-
current,181,10831,92
current,182,10924,93
newpath,183,11017,93
current,183,11017,93
current,184,11111,94
current,185,11206,95
current,186,11302,96
deadend,186,11302,-
current,185,11206,95
deadend,185,11206,-
current,184,11111,94
deadend,184,11111,-
current,183,11018,94
newpath,184,11112,94
current,184,11112,94
current,185,11207,95
current,186,11303,96
deadend,186,11303,-
current,185,11207,95
deadend,185,11207,-
current,184,11113,95
newpath,185,11208,95
current,185,11208,95
current,186,11304,96
current,187,11401,97
current,188,11499,98
deadend,188,11499,-
current,187,11401,97
deadend,187,11401,-
current,186,11304,96
deadend,186,11304,-
current,185,11209,96
newpath,186,11305,96
current,186,11305,96
current,187,11402,97
current,188,11500,98
current,189,11599,99
deadend,189,11599,-
current,188,11500,98
deadend,188,11500,-
current,187,11402,97
deadend,187,11402,-
current,186,11306,97
newpath,187,11403,97
current,187,11403,97
current,188,11501,98
current,189,11600,99
current,190,11700,100
deadend,190,11700,-
current,189,11600,99
deadend,189,11600,-
current,188,11501,98
deadend,188,11501,-
current,187,11404,98
newpath,188,11502,98
current,188,11502,98
current,189,11601,99
current,190,11701,100
current,191,11802,101
deadend,191,11802,-
current,190,11701,100
deadend,190,11701,-
current,189,11601,99
deadend,189,11601,-
current,188,11503,99
newpath,189,11602,99
current,189,11602,99
current,190,11702,100
current,191,11803,101
current,192,11905,102
deadend,192,11905,-
current,191,11803,101
deadend,191,11803,-
current,190,11702,100
deadend,190,11702,-
current,189,11603,100
newpath,190,11703,100
current,190,11703,100
current,191,11804,101
current,192,11906,102
current,193,12009,103
deadend,193,12009,-
current,192,11906,102
deadend,192,11906,-
current,191,11804,101
deadend,191,11804,-
current,190,11704,101
newpath,191,11805,101
current,191,11805,101
current,192,11907,102
current,193,12010,103
current,194,12114,104
deadend,194,12114,-
current,193,12010,103
deadend,193,12010,-
current,192,11907,102
deadend,192,11907,-
current,191,11806,102
newpath,192,11908,102
current,192,11908,102
current,193,12011,103
current,194,12115,104
current,195,12220,105
deadend,195,12220,-
current,194,12115,104
deadend,194,12115,-
current,193,12011,103
deadend,193,12011,-
current,192,11909,103
newpath,193,12012,103
current,193,12012,103
current,194,12116,104
current,195,12221,105
current,196,12327,106
deadend,196,12327,-
current,195,12221,105
deadend,195,12221,-
current,194,12116,104
deadend,194,12116,-
current,193,12013,104
newpath,194,12117,104
current,194,12117,104
current,195,12222,105
current,196,12328,106
current,197,12435,107
deadend,197,12435,-
current,196,12328,106
deadend,196,12328,-
current,195,12222,105
deadend,195,12222,-
current,194,12118,105
newpath,195,12223,105
current,195,12223,105
current,196,12329,106
current,197,12436,107
deadend,197,12436,-
current,196,12329,106
deadend,196,12329,-
current,195,12224,106
newpath,196,12330,106
current,196,12330,106
deadend,196,12330,-
current,195,12224,106
current,196,12331,107
newpath,197,12438,107
current,197,12438,107
deadend,197,12438,-
current,196,12331,107
current,197,12439,108
deadend,197,12439,-
current,196,12331,107
deadend,196,12331,-
current,195,12224,106
deadend,195,12224,-
current,194,12118,105
current,195,12223,105
deadend,195,12223,-
current,194,12118,105
deadend,194,12118,-
current,193,12013,104
current,194,12117,104
deadend,194,12117,-
current,193,12013,104
deadend,193,12013,-
current,192,11909,103
current,193,12012,103
deadend,193,12012,-
current,192,11909,103
deadend,192,11909,-
current,191,11806,102
current,192,11908,102
deadend,192,11908,-
current,191,11806,102
deadend,191,11806,-
current,190,11704,101
current,191,11805,101
deadend,191,11805,-
current,190,11704,101
deadend,190,11704,-
current,189,11603,100
current,190,11703,100
deadend,190,11703,-
current,189,11603,100
deadend,189,11603,-
current,188,11503,99
current,189,11602,99
deadend,189,11602,-
current,188,11503,99
deadend,188,11503,-
current,187,11404,98
current,188,11502,98
deadend,188,11502,-
current,187,11404,98
deadend,187,11404,-
current,186,11306,97
current,187,11403,97
deadend,187,11403,-
current,186,11306,97
deadend,186,11306,-
current,185,11209,96
current,186,11305,96
deadend,186,11305,-
current,185,11209,96
deadend,185,11209,-
current,184,11113,95
current,185,11208,95
deadend,185,11208,-
current,184,11113,95
deadend,184,11113,-
current,183,11018,94
current,184,11112,94
deadend,184,11112,-
current,183,11018,94
deadend,183,11018,-
current,182,10924,93
current,183,11017,93
deadend,183,11017,-
current,182,10924,93
deadend,182,10924,-
current,181,10831,92
deadend,181,10831,-
current,180,10739,91
deadend,180,10739,-
current,179,10648,90
current,180,10738,90
deadend,180,10738,-
current,179,10648,90
deadend,179,10648,-
current,178,10558,89
current,179,10647,89
deadend,179,10647,-
current,178,10558,89
deadend,178,10558,-
current,177,10469,88
deadend,177,10469,-
current,176,10381,87
deadend,176,10381,-
current,175,10294,86
current,176,10380,86
deadend,176,10380,-
current,175,10294,86
deadend,175,10294,-
current,174,10208,85
current,175,10293,85
deadend,175,10293,-
current,174,10208,85
deadend,174,10208,-
current,173,10123,84
current,174,10207,84
current,175,10291,84
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,197,12439,108
deadend,197,12439,-
current,196,12331,107
deadend,196,12331,-
current,195,12224,106
deadend,195,12224,-
current,194,12118,105
deadend,194,12118,-
current,193,12013,104
deadend,193,12013,-
current,192,11909,103
deadend,192,11909,-
current,191,11806,102
deadend,191,11806,-
current,190,11704,101
deadend,190,11704,-
current,189,11603,100
deadend,189,11603,-
current,188,11503,99
deadend,188,11503,-
current,187,11404,98
deadend,187,11404,-
current,186,11306,97
deadend,186,11306,-
current,185,11209,96
deadend,185,11209,-
current,184,11113,95
deadend,184,11113,-
current,183,11018,94
deadend,183,11018,-
current,182,10924,93
deadend,182,10924,-
current,181,10831,92
deadend,181,10831,-
current,180,10739,91
deadend,180,10739,-
current,179,10648,90
deadend,179,10648,-
current,178,10558,89
deadend,178,10558,-
current,177,10469,88
deadend,177,10469,-
current,176,10381,87
deadend,176,10381,-
current,175,10294,86
deadend,175,10294,-
current,174,10208,85
deadend,174,10208,-
current,173,10123,84
current,174,10207,84
current,175,10291,84
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,196,12331,107
deadend,196,12331,-
current,195,12224,106
deadend,195,12224,-
current,194,12118,105
deadend,194,12118,-
current,193,12013,104
deadend,193,12013,-
current,192,11909,103
deadend,192,11909,-
current,191,11806,102
deadend,191,11806,-
current,190,11704,101
deadend,190,11704,-
current,189,11603,100
deadend,189,11603,-
current,188,11503,99
deadend,188,11503,-
current,187,11404,98
deadend,187,11404,-
current,186,11306,97
deadend,186,11306,-
current,185,11209,96
deadend,185,11209,-
current,184,11113,95
deadend,184,11113,-
current,183,11018,94
deadend,183,11018,-
current,182,10924,93
deadend,182,10924,-
current,181,10831,92
deadend,181,10831,-
current,180,10739,91
deadend,180,10739,-
current,179,10648,90
deadend,179,10648,-
current,178,10558,89
deadend,178,10558,-
current,177,10469,88
deadend,177,10469,-
current,176,10381,87
deadend,176,10381,-
current,175,10294,86
deadend,175,10294,-
current,174,10208,85
deadend,174,10208,-
current,173,10123,84
current,174,10207,84
current,175,10291,84
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,184,11110,94
deadend,184,11110,-
current,183,11016,93
deadend,183,11016,-
current,182,10923,92
deadend,182,10923,-
current,181,10831,92
deadend,181,10831,-
current,180,10739,91
deadend,180,10739,-
current,179,10648,90
deadend,179,10648,-
current,178,10558,89
deadend,178,10558,-
current,177,10469,88
deadend,177,10469,-
current,176,10381,87
deadend,176,10381,-
current,175,10294,86
deadend,175,10294,-
current,174,10208,85
deadend,174,10208,-
current,173,10123,84
current,174,10207,84
current,175,10291,84
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,183,11016,93
deadend,183,11016,-
current,182,10924,93
deadend,182,10924,-
current,181,10831,92
deadend,181,10831,-
current,180,10739,91
deadend,180,10739,-
current,179,10648,90
deadend,179,10648,-
current,178,10558,89
deadend,178,10558,-
current,177,10469,88
deadend,177,10469,-
current,176,10381,87
deadend,176,10381,-
current,175,10294,86
deadend,175,10294,-
current,174,10208,85
deadend,174,10208,-
current,173,10123,84
current,174,10207,84
current,175,10291,84
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,181,10831,92
deadend,181,10831,-
current,180,10739,91
deadend,180,10739,-
current,179,10648,90
deadend,179,10648,-
current,178,10558,89
deadend,178,10558,-
current,177,10469,88
deadend,177,10469,-
current,176,10381,87
deadend,176,10381,-
current,175,10294,86
deadend,175,10294,-
current,174,10208,85
deadend,174,10208,-
current,173,10123,84
current,174,10207,84
current,175,10291,84
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,178,10558,89
deadend,178,10558,-
current,177,10469,88
deadend,177,10469,-
current,176,10381,87
deadend,176,10381,-
current,175,10294,86
deadend,175,10294,-
current,174,10208,85
deadend,174,10208,-
current,173,10123,84
current,174,10207,84
current,175,10291,84
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,179,10646,89
deadend,179,10646,-
current,178,10558,89
deadend,178,10558,-
current,177,10469,88
deadend,177,10469,-
current,176,10381,87
deadend,176,10381,-
current,175,10294,86
deadend,175,10294,-
current,174,10208,85
deadend,174,10208,-
current,173,10123,84
current,174,10207,84
current,175,10291,84
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
newpath,167,9633,77
current,167,9633,77
current,168,9711,78
current,169,9790,79
current,170,9870,80
current,171,9951,81
current,172,10033,82
current,173,10116,83
current,174,10200,84
current,175,10285,85
current,176,10371,86
current,177,10458,87
current,178,10546,88
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,167,9635,79
newpath,168,9714,79
current,168,9714,79
newpath,169,9793,79
current,169,9793,79
newpath,170,9871,78
current,170,9871,78
current,170,9873,80
current,171,9954,81
current,172,10035,81
current,173,10117,82
current,174,10200,83
current,175,10284,84
current,176,10369,85
current,177,10455,86
current,178,10541,86
current,179,10628,87
current,180,10716,88
current,181,10805,89
current,182,10895,90
current,183,10986,91
current,184,11078,92
current,185,11171,93
current,186,11265,94
current,187,11360,95
current,188,11456,96
current,189,11551,95
newpath,169,9792,78
current,169,9792,78
newpath,170,9869,77
current,170,9869,77
current,170,9871,79
current,171,9951,80
current,172,10032,81
current,173,10114,82
current,174,10197,83
current,175,10281,84
current,176,10366,85
current,177,10452,86
current,178,10539,87
current,179,10627,88
current,180,10716,89
current,181,10806,90
current,182,10897,91
current,183,10989,92
current,184,11082,93
current,185,11174,92
current,186,11267,93
current,187,11361,94
current,188,11456,95
current,189,11551,95
current,169,9794,80
newpath,170,9874,80
current,170,9874,80
newpath,171,9953,79
current,171,9953,79
newpath,172,10031,78
current,172,10031,78
current,172,10033,80
current,173,10114,81
current,174,10196,82
current,175,10279,83
current,176,10363,84
current,177,10448,85
current,178,10534,86
current,179,10621,87
current,180,10709,88
current,181,10798,89
current,182,10888,90
current,183,10979,91
current,184,11071,92
current,185,11164,93
current,186,11258,94
current,187,11353,95
current,188,11449,96
current,189,11546,97
current,190,11644,98
current,191,11743,99
current,192,11843,100
current,193,11943,100
current,194,12043,100
current,171,9955,81
current,172,10037,82
current,173,10120,83
current,174,10204,84
current,175,10289,85
current,176,10375,86
current,177,10461,86
current,178,10546,85
newpath,170,9873,79
current,170,9873,79
newpath,171,9951,78
current,171,9951,78
current,171,9953,80
current,172,10034,81
current,173,10116,82
current,174,10199,83
current,175,10283,84
current,176,10366,83
current,170,9875,81
newpath,171,9956,81
current,171,9956,81
current,172,10038,82
current,173,10121,83
current,174,10205,84
current,175,10290,85
current,176,10375,85
current,177,10461,86
current,178,10546,85
newpath,171,9955,80
current,171,9955,80
newpath,172,10034,79
current,172,10034,79
current,172,10035,80
current,173,10116,81
current,174,10198,82
current,175,10281,83
current,176,10365,84
current,177,10450,85
current,178,10536,86
current,179,10623,87
current,180,10711,88
current,181,10800,89
current,182,10890,90
current,183,10981,91
current,184,11073,92
current,185,11166,93
current,186,11259,93
current,171,9957,82
newpath,172,10038,81
current,172,10038,81
newpath,173,10118,80
current,173,10118,80
current,173,10120,82
current,174,10203,83
current,175,10287,84
current,176,10372,85
current,177,10458,86
current,178,10545,87
current,179,10633,88
current,180,10722,89
current,181,10810,88
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,172,10039,82
newpath,173,10120,81
current,173,10120,81
newpath,174,10200,80
current,174,10200,80
current,174,10202,82
current,175,10285,83
current,176,10369,84
current,177,10454,85
current,178,10540,86
current,179,10627,87
current,180,10715,88
current,181,10804,89
current,182,10894,90
current,183,10984,90
current,173,10122,83
current,174,10206,84
current,175,10291,85
current,176,10375,84
current,177,10460,85
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
newpath,168,9713,78
current,168,9713,78
newpath,169,9790,77
current,169,9790,77
current,169,9792,79
current,170,9872,80
current,171,9953,81
current,172,10035,82
current,173,10118,83
current,174,10202,84
current,175,10287,85
current,176,10373,86
current,177,10460,87
current,178,10546,86
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,168,9715,80
newpath,169,9794,79
current,169,9794,79
newpath,170,9872,78
current,170,9872,78
newpath,171,9949,77
current,171,9949,77
current,171,9951,79
current,172,10031,80
current,173,10112,81
current,174,10194,82
current,175,10277,83
current,176,10361,84
current,177,10446,85
current,178,10532,86
current,179,10619,87
current,180,10707,88
current,181,10796,89
current,182,10886,90
current,183,10977,91
current,184,11069,92
current,185,11162,93
current,186,11256,94
current,187,11351,95
current,188,11446,95
current,170,9874,80
current,171,9955,81
current,172,10037,82
current,173,10120,83
current,174,10204,84
current,175,10289,85
current,176,10375,86
current,177,10461,86
current,178,10546,85
current,169,9796,81
newpath,170,9877,81
current,170,9877,81
newpath,171,9958,81
current,171,9958,81
newpath,172,10038,80
current,172,10038,80
newpath,173,10117,79
current,173,10117,79
current,173,10119,81
current,174,10201,82
current,175,10284,83
current,176,10366,82
current,172,10039,81
newpath,173,10119,80
current,173,10119,80
current,173,10121,82
current,174,10204,83
current,175,10288,84
current,176,10373,85
current,177,10459,86
current,178,10546,87
current,179,10633,87
current,180,10721,88
current,181,10810,89
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
newpath,171,9957,80
current,171,9957,80
newpath,172,10037,80
current,172,10037,80
newpath,173,10116,79
current,173,10116,79
current,173,10118,81
current,174,10200,82
current,175,10283,83
current,176,10366,83
current,172,10038,81
current,173,10120,82
current,174,10203,83
current,175,10287,84
current,176,10372,85
current,177,10458,86
current,178,10545,87
current,179,10633,88
current,180,10722,89
current,181,10810,88
current,182,10899,89
current,183,10989,90
current,184,11080,91
current,185,11172,92
current,186,11265,93
current,187,11358,93
current,171,9959,82
newpath,172,10041,82
current,172,10041,82
newpath,173,10123,82
current,173,10123,82
newpath,174,10205,82
current,174,10205,82
newpath,175,10286,81
current,175,10286,81
current,175,10288,83
current,176,10372,84
current,177,10457,85
current,178,10543,86
current,179,10630,87
current,180,10718,88
current,181,10807,89
current,182,10897,90
current,183,10988,91
current,184,11080,92
current,185,11173,93
current,186,11267,94
current,187,11361,94
current,188,11456,95
current,189,11551,95
newpath,174,10204,81
current,174,10204,81
current,174,10206,83
current,175,10290,84
current,176,10375,85
current,177,10461,86
current,178,10546,85
newpath,173,10122,81
current,173,10122,81
newpath,174,10203,81
current,174,10203,81
newpath,174,10202,80
current,174,10202,80
current,174,10204,82
current,175,10287,83
current,176,10371,84
current,177,10456,85
current,178,10541,85
current,173,10124,83
newpath,174,10206,82
current,174,10206,82
newpath,175,10287,81
current,175,10287,81
current,175,10289,83
current,176,10373,84
current,177,10458,85
current,178,10544,86
current,179,10631,87
current,180,10719,88
current,181,10808,89
current,182,10898,90
current,183,10989,91
current,184,11081,92
current,185,11174,93
current,186,11267,93
current,187,11361,94
current,188,11456,95
